-3.204383904871779265e-01,-1.489662165910541347e-01,-7.098445451591439692e-02,-1.070363740342372694e-02,-5.077002955096077130e-02,-8.606885832931254754e-02,-7.455146797821043947e-02,1.252783446535801204e-01,7.943552314307567030e-02,6.264431520835955780e-02,-1.310558789293008175e-01,-1.180264865425173504e-02,1.636823478099103113e-02,4.778594829732263349e-02,4.937592495866738318e-02,-1.490203417697557597e-01,-2.501215283178237492e-02,1.020723468408292200e-01,-2.404255361248708311e-02,-2.039597280866090045e-02,-4.159376646453694093e-02,2.741512219907704662e-02,3.565372646127329403e-03,-2.212982991617407080e-02,6.379614387215681859e-03,-6.910665940779381344e-03,1.439999882115898799e-01,9.730268692919707973e-02,2.794886619545877693e-02,-4.696244908359403780e-02,-3.283964541046735519e-01,1.783915326867333562e-01,-3.739738598681014992e-01,-1.534147333937259106e-01,3.164758931662703390e-02,-3.182357630729910625e-01,-1.715050311307777520e-01,1.317360042886406291e-03,-6.841076151471270350e-02,7.838696668481048846e-02
-3.141514646146106315e-01,-1.414813778011039247e-01,-6.785446362295921574e-02,-9.662575111576643394e-03,-4.755641766411144999e-02,-1.076514222759925588e-01,-5.640196542520925505e-02,9.970374575826213004e-02,5.560446232274784961e-02,4.718322915053363431e-02,-1.361855329888257415e-01,-1.155696399781414030e-02,1.118792466732543289e-02,4.568475781447567385e-02,4.607269120106494142e-02,-1.540558182547790977e-01,-1.720243452490888281e-02,8.347925205378459168e-02,-2.420554887403270072e-02,-1.671549383699932889e-02,-1.525265828082176256e-01,-8.513220117206188320e-02,-8.779185258003607828e-02,-1.571632592056193545e-02,-1.612419541902898601e-02,-1.864437436074695142e-02,5.298610672662107390e-02,5.208853750480102462e-02,3.558525653315314230e-02,3.422497947985903011e-02,-3.556339884233352677e-01,2.542633241522629373e-01,-4.597830005510559204e-01,-1.987171844381290242e-01,1.376296143679311967e-02,-6.363579447665301814e-02,5.205434091014637943e-02,7.298072287320422902e-02,1.411147854992975681e-01,3.632129115558768717e-02
-3.006238278237240991e-01,-1.264164038916835153e-01,-5.827404892318988061e-02,-1.105778793081668709e-02,-4.227998969018642583e-02,-1.035623088088186705e-01,-5.515799517237951477e-02,1.044197387461238691e-01,5.981501563061897286e-02,4.657828107031036780e-02,-1.412203748034581707e-01,-1.235014993809890882e-02,1.607361307798171879e-02,4.034406404662682633e-02,4.142184541964510913e-02,-1.512411612835506958e-01,-2.164108471915271448e-02,9.373576146672890630e-02,-2.067997544346944494e-02,-1.778856602316558622e-02,-5.936052386975987361e-02,1.001022890566716228e-02,-1.529980665905128490e-02,-2.570993172128144266e-02,5.748004005024398566e-03,3.832194000651156784e-02,2.346916322833294544e-01,1.541086725446803030e-01,3.580176841371951468e-02,-8.862948400997083809e-02,-3.592152143652018736e-01,2.148490879822713140e-01,-4.424585458648238045e-01,-1.812307566159887529e-01,3.491504973757031394e-02,-1.688661305515211097e-01,-6.326119949540043308e-02,6.049854947832500329e-02,6.987085055772013220e-02,6.473644684372459324e-02
-3.614410451539136204e-01,-1.944094663191222594e-01,-9.730982764143192298e-02,-8.539353895478996037e-03,-6.187127142449355688e-02,-8.492842858557025920e-02,-6.091144970960726823e-02,1.315028899113244165e-01,6.619807778272956966e-02,4.539919211981668923e-02,-1.136739772697525908e-01,-6.172289145016773837e-03,2.752352222196918774e-02,5.389282126254002492e-02,6.034264272359379788e-02,-1.457150166238445621e-01,-2.521244834349636865e-02,1.088225785124262157e-01,-2.860085446161519940e-02,-2.189192334342848767e-02,-5.459602032739496735e-02,8.713452542846056303e-03,-8.567090702811697156e-03,-2.204324774520483032e-02,1.005983113317565625e-02,4.392713809068027331e-03,2.440194666917250288e-01,1.404377531157479098e-01,2.205709648661979827e-02,-1.349498402666995389e-01,-2.615641304213025542e-01,8.525799973985437319e-02,-2.230052322686493227e-01,-7.462874329591784317e-02,3.903500679623306269e-02,-2.434398877001768824e-01,-1.045147954117311428e-01,1.854628571538441406e-02,-5.821716864403470026e-03,6.278094194834693553e-02
-3.337577813859127218e-01,-1.637828909107241770e-01,-7.806737424331799957e-02,-1.129465027851495051e-02,-5.210374143388207813e-02,-1.067891840068995180e-01,-5.395924253909356594e-02,1.049172156048356896e-01,4.914122309219237650e-02,4.189690233209830694e-02,-1.295654727614454771e-01,-1.410905605002321650e-02,1.015564475414620915e-02,5.294382674311215453e-02,5.431116973787553093e-02,-1.512242582156702042e-01,-1.810020987455662755e-02,9.247816951666654184e-02,-2.931951335703253392e-02,-1.948565738820384752e-02,-1.005815771115656787e-01,-2.989064072976077568e-02,-4.634166645497472814e-02,-2.300644341770663459e-02,-2.914120642469875122e-03,1.595244794481232020e-02,1.330151948557158903e-01,9.745399587359315774e-02,3.979788631571068436e-02,-1.337394399092772801e-02,-3.195060670795184521e-01,1.961148338905598365e-01,-3.689421119173008634e-01,-1.559541090863163504e-01,1.325660093251457283e-02,-1.907257813980862693e-01,-6.542302031421343145e-02,3.644934934925814218e-02,3.668375930362799409e-02,6.418597725559038736e-02
-3.176344231361412085e-01,-1.461535933563382628e-01,-7.071963302200856560e-02,-1.051904001018044710e-02,-4.571918386432116677e-02,-1.203714379984290872e-01,-3.049400524646728172e-02,8.750836499274328162e-02,2.951198456480597088e-02,2.057890801856387952e-02,-1.427203889985797503e-01,-1.691523499330527258e-02,1.256106436167314655e-02,4.121454930908186043e-02,4.303160565100938584e-02,-1.611314158837515720e-01,-1.246321330465807731e-02,7.597656456607082553e-02,-3.281239926969803378e-02,-2.138073625013703349e-02,-2.463978655656369199e-01,-2.038002480261056348e-01,-1.498426990843206852e-01,1.464295665609949282e-02,-3.044306209387226403e-02,-7.880708750403186968e-02,1.146653502316894446e-01,4.416190525267893463e-02,1.242237299578619059e-03,-8.341451278784006718e-02,-3.026910232016444269e-01,1.765078726151450006e-01,-3.525817947208640390e-01,-1.291216107549262304e-01,4.771027884503808991e-02,-7.354027680374031206e-02,4.733000630751860172e-02,6.991925548228294929e-02,1.322552748118539512e-01,3.565272120373208509e-02
-3.345732052214316354e-01,-1.645276399911859144e-01,-8.034612206584057503e-02,-9.284748540657972171e-03,-5.380151894908635768e-02,-9.233031829249682687e-02,-6.706341211912558720e-02,1.206787867434115924e-01,6.895869106503482726e-02,5.364894169963463355e-02,-1.219884763007152984e-01,-6.378928449645049348e-03,2.261162105772029918e-02,4.944847078803249474e-02,5.424641972129151668e-02,-1.496330923410393865e-01,-2.221953074501452352e-02,9.973885926555325909e-02,-2.660055212897027843e-02,-2.105026692637679275e-02,-2.130858163851812037e-02,4.978727196788668152e-02,1.551734863668130515e-02,-2.824595512412164666e-02,1.351520477367618156e-02,-1.035291255192305471e-03,9.874996770349753206e-02,9.369839961323123134e-02,3.510926802978531214e-02,2.970017723100681906e-03,-3.170928786358517826e-01,1.640732388942212072e-01,-3.351596535330827464e-01,-1.521497921106016449e-01,1.065042473226185393e-02,-2.053426516786061029e-01,-5.982501506012738446e-02,2.502662682028855556e-02,2.418465604421271564e-02,4.809180214818553623e-02
-3.140521153348601047e-01,-1.418997428573192110e-01,-6.745896104121484882e-02,-1.052267105685444903e-02,-4.544695627377848268e-02,-1.080370028719954689e-01,-5.456703052831812784e-02,1.004170424537491613e-01,5.372529987940311003e-02,4.461458194199963145e-02,-1.374101535548319930e-01,-1.289659670290133064e-02,1.290672217873023442e-02,4.407743194525970409e-02,4.618739806920757474e-02,-1.547859748007933689e-01,-1.610002861916315364e-02,8.366335677979419572e-02,-2.624767248907566852e-02,-1.818397031893148608e-02,-2.102065634474072908e-01,-1.574443988317035803e-01,-1.277013288612600661e-01,-6.614858651219357455e-04,-2.237391029223534389e-02,-2.954597916715329120e-02,1.540930362205017445e-01,8.166593483736050985e-02,1.830628537774714459e-02,-7.580990423753064533e-02,-3.263143852155598879e-01,2.017464187153015232e-01,-3.982639134583827456e-01,-1.484018789632530755e-01,4.457832689886132016e-02,-1.168896212532644086e-01,-9.374621752243683659e-03,6.686792958301879253e-02,1.025112836206858447e-01,5.647125454997592442e-02
-3.286736717477367620e-01,-1.594897260616718881e-01,-7.576064433166607159e-02,-1.087204731109636668e-02,-5.284968523454836031e-02,-8.799924889459020960e-02,-7.531791697161338561e-02,1.282815480673704656e-01,7.483661570577737621e-02,5.809418436814439701e-02,-1.241876332097824331e-01,-9.499776029417761336e-03,2.426731849591945434e-02,4.764090986874869316e-02,5.234109219770033405e-02,-1.470106755540836474e-01,-2.419183617894127281e-02,1.060493896409082648e-01,-2.728587776910984530e-02,-2.279043757242504853e-02,-9.903093138273533214e-03,5.776757169069668407e-02,2.635651090959001408e-02,-2.499699334219807056e-02,1.419819936669064475e-02,3.413801499473834156e-02,2.982407492277161509e-01,1.690571154395570375e-01,2.352781257178548913e-02,-1.572015779516959810e-01,-2.712339332444511086e-01,9.602105354492618261e-02,-2.362167579935174899e-01,-9.265051820321251741e-02,3.381704881687142006e-02,-2.197312200499226265e-01,-9.286174216413201066e-02,2.509282928317801975e-02,1.735195235416142623e-02,7.465463095814328653e-02
-3.234572282973147139e-01,-1.481280609480677413e-01,-6.387480131991196686e-02,-1.650850097189504595e-02,-5.353657230064357009e-02,-1.224216517432594742e-01,-3.852526752450557979e-02,9.463117436366630386e-02,2.625057285048626454e-02,2.671840266788194640e-02,-1.356200637673712350e-01,-1.905388229992599491e-02,2.330996171382082593e-02,4.750386981396559349e-02,5.159916752500492976e-02,-1.583201239458649212e-01,-6.831145253256953875e-03,8.285056527275430627e-02,-4.146143120976120144e-02,-2.200150266039280211e-02,-2.550240299760133666e-01,-1.958783435550657259e-01,-1.644964390099517004e-01,-6.903205150044833260e-03,-2.896307091827399205e-02,-3.037113691141257732e-02,-1.597775762365927221e-02,2.912037412966128613e-02,4.093130640632125505e-02,8.740366413030642434e-02,-4.249634647442385171e-01,3.530691773974048431e-01,-6.297022394603812856e-01,-2.703016003787990229e-01,1.668707295777949184e-02,-1.578701220402933814e-02,3.237407884105891753e-02,1.124495839706867173e-01,2.043253566601350713e-01,8.918854496468497928e-02
